Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
"16866:""2020-04-01T05:36:23Z,2020-04-01T05:30:10Z,#FelizMiércoles,http://twitter.com/search?q=%23FelizMi%C3%A9rcoles,%23FelizMi%C3%A9rcoles,
16916:""2020-04-01T06:37:16Z",2020-04-01T06:35:10Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,
"16966:""2020-04-01T07:38:09Z,2020-04-01T07:30:10Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,
16997:""2020-04-01T07:38:09Z",2020-04-01T07:30:10Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,57841
"17016:""2020-04-01T08:39:02Z,2020-04-01T08:35:11Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,10898
17053:""2020-04-01T08:39:02Z",2020-04-01T08:35:11Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,56361
"17066:""2020-04-01T09:39:55Z,2020-04-01T09:35:10Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,13596
17218:""2020-04-01T12:42:43Z",2020-04-01T12:37:42Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,23362
"17794:""2020-04-01T23:53:37Z,2020-04-01T23:47:14Z,#FelipeVIFarsante,http://twitter.com/search?q=%23FelipeVIFarsante,%23FelipeVIFarsante,10142
17811:""2020-04-01T23:53:37Z",2020-04-01T23:47:14Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,64125
"17856:""2020-04-02T00:54:33Z,2020-04-02T00:52:12Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,65980
18017:""2020-04-02T04:58:43Z",2020-04-02T04:52:22Z,#FelizJueves,http://twitter.com/search?q=%23FelizJueves,%23FelizJueves,
"18066:""2020-04-02T05:59:58Z,2020-04-02T05:57:22Z,#FelizJueves,http://twitter.com/search?q=%23FelizJueves,%23FelizJueves,
18116:""2020-04-02T07:01:14Z",2020-04-02T06:52:26Z,#FelizJueves,http://twitter.com/search?q=%23FelizJueves,%23FelizJueves,
"18148:""2020-04-02T07:01:14Z,2020-04-02T06:52:26Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,69761
18166:""2020-04-02T08:02:29Z",2020-04-02T07:57:27Z,#FelizJueves,http://twitter.com/search?q=%23FelizJueves,%23FelizJueves,
"18199:""2020-04-02T08:02:29Z,2020-04-02T07:57:27Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,65487
18216:""2020-04-02T09:03:45Z",2020-04-02T08:57:29Z,#FelizJueves,http://twitter.com/search?q=%23FelizJueves,%23FelizJueves,11216
"18257:""2020-04-02T09:03:45Z,2020-04-02T08:57:29Z,#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,%23FelizMiercoles,62159
18266:""2020-04-02T10:05:01Z",2020-04-02T09:57:31Z,#FelizJueves,http://twitter.com/search?q=%23FelizJueves,%23FelizJueves,13757
"19219:""2020-04-03T05:24:03Z,2020-04-03T05:19:02Z,#FelizViernesAtodos,http://twitter.com/search?q=%23FelizViernesAtodos,%23FelizViernesAtodos,
19268:""2020-04-03T06:24:56Z",2020-04-03T06:19:02Z,#FelizViernesAtodos,http://twitter.com/search?q=%23FelizViernesAtodos,%23FelizViernesAtodos,
"19543:""2020-04-03T11:29:40Z,2020-04-03T11:25:13Z,#FelizViernesAtodos,http://twitter.com/search?q=%23FelizViernesAtodos,%23FelizViernesAtodos,
19599:""2020-04-03T12:30:36Z",2020-04-03T12:25:15Z,#FelizViernesAtodos,http://twitter.com/search?q=%23FelizViernesAtodos,%23FelizViernesAtodos,
"19600:""2020-04-03T12:30:36Z,2020-04-03T12:25:15Z,#FelizFinde,http://twitter.com/search?q=%23FelizFinde,%23FelizFinde,10321
19653:""2020-04-03T13:31:42Z",2020-04-03T13:27:36Z,#FelizViernesAtodos,http://twitter.com/search?q=%23FelizViernesAtodos,%23FelizViernesAtodos,
"20363:""2020-04-04T03:45:34Z,2020-04-04T03:40:49Z,#FelizFinde,http://twitter.com/search?q=%23FelizFinde,%23FelizFinde,15359
20421:""2020-04-04T05:47:26Z",2020-04-04T05:40:45Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,%23FelizSabado,
"20467:""2020-04-04T06:48:19Z,2020-04-04T06:40:47Z,#FelizSábado,http://twitter.com/search?q=%23FelizS%C3%A1bado,%23FelizS%C3%A1bado,
20516:""2020-04-04T07:49:12Z",2020-04-04T07:45:48Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,%23FelizSabado,
